Fecha,Producto,Cantidad,Precio Unitario,Total
2024-01-03,Producto A,18,59.06,1063.08
2024-03-18,Producto B,7,57.02,399.14000000000004
2024-02-06,Producto A,6,57.05,342.29999999999995
2024-03-15,Producto D,18,15.91,286.38
2024-02-23,Producto E,19,69.43,1319.17
2024-02-25,Producto C,7,57.46,402.22
2024-02-11,Producto C,13,63.06,819.78
2024-01-10,Producto C,14,71.09,995.26
2024-03-21,Producto D,3,74.1,222.29999999999998
2024-02-23,Producto E,11,49.95,549.45
2024-02-25,Producto E,15,16.66,249.9
2024-03-18,Producto E,20,66.98,1339.6000000000001
2024-01-24,Producto E,18,38.44,691.92
2024-03-07,Producto B,2,70.11,140.22
2024-02-18,Producto A,9,99.33,893.97
2024-02-04,Producto E,4,58.92,235.68
2024-01-15,Producto C,9,96.58,869.22
2024-01-30,Producto B,1,11.45,11.45
2024-03-03,Producto B,2,70.49,140.98
2024-03-20,Producto B,18,30.7,552.6
2024-02-05,Producto C,15,50.32,754.8
2024-02-06,Producto B,6,91.97,551.8199999999999
2024-02-20,Producto C,13,70.66,918.5799999999999
2024-02-13,Producto C,6,99.02,594.12
2024-02-09,Producto B,18,16.49,296.82
2024-03-07,Producto C,17,21.76,369.92
2024-01-03,Producto E,1,74.95,74.95
2024-02-26,Producto C,14,45.44,636.16
2024-02-29,Producto D,7,33.5,234.5
2024-01-28,Producto D,8,25.87,206.96
2024-02-10,Producto A,12,65.71,788.52
2024-03-18,Producto D,19,19.37,368.03000000000003
2024-03-31,Producto C,9,78.79,709.11
2024-02-11,Producto B,9,28.4,255.6
2024-02-13,Producto A,17,29.15,495.54999999999995
2024-03-17,Producto D,20,26.46,529.2
2024-03-06,Producto D,19,91.95,1747.05
2024-01-15,Producto B,11,81.97,901.67
2024-01-28,Producto B,11,28.53,313.83000000000004
2024-03-14,Producto B,3,80.42,241.26
2024-02-20,Producto B,4,34.24,136.96
2024-03-22,Producto D,16,52.66,842.56
2024-03-29,Producto B,12,36.86,442.32
2024-01-27,Producto B,2,19.3,38.6
2024-02-08,Producto A,6,18.93,113.58
2024-01-06,Producto E,8,85.98,687.84
2024-01-02,Producto B,20,15.01,300.2
2024-01-10,Producto C,9,36.46,328.14
2024-04-07,Producto B,14,12.07,168.98000000000002
2024-04-05,Producto B,8,37.7,301.6
2024-02-11,Producto B,16,21.7,347.2
2024-01-23,Producto B,19,55.41,1052.79
2024-02-07,Producto E,12,85.35,1024.1999999999998
2024-03-13,Producto D,4,34.37,137.48
2024-03-22,Producto D,11,76.69,843.5899999999999
2024-02-04,Producto E,20,63.84,1276.8000000000002
2024-02-17,Producto D,1,29.72,29.72
2024-01-04,Producto E,15,60.74,911.1
2024-01-09,Producto E,10,36.03,360.3
2024-02-15,Producto E,16,43.61,697.76
2024-03-08,Producto D,3,61.71,185.13
2024-03-29,Producto D,15,77.83,1167.45
2024-03-13,Producto B,4,56.4,225.6
2024-01-22,Producto A,11,33.62,369.82
2024-04-08,Producto C,9,17.48,157.32
2024-01-24,Producto C,19,79.95,1519.05
2024-03-11,Producto E,3,76.2,228.60000000000002
2024-01-24,Producto C,1,27.84,27.84
2024-01-08,Producto C,18,84.68,1524.2400000000002
2024-02-16,Producto A,3,66.38,199.14
2024-03-02,Producto A,19,20.89,396.91
2024-03-09,Producto A,6,16.14,96.84
2024-02-15,Producto B,5,18.95,94.75
2024-04-02,Producto A,7,34.28,239.96
2024-01-05,Producto C,7,86.01,602.07
2024-01-21,Producto C,5,85.18,425.90000000000003
2024-03-30,Producto A,11,57.96,637.5600000000001
2024-03-18,Producto C,18,67.36,1212.48
2024-02-18,Producto C,19,71.61,1360.59
2024-03-20,Producto B,16,18.66,298.56
2024-02-21,Producto D,9,70.37,633.33
2024-01-02,Producto A,10,34.19,341.9
2024-01-05,Producto C,6,65.92,395.52
2024-01-11,Producto D,7,24.67,172.69
2024-02-05,Producto D,17,55.2,938.4000000000001
2024-03-01,Producto A,9,48.54,436.86
2024-01-10,Producto C,19,54.12,1028.28
2024-04-03,Producto E,10,25.25,252.5
2024-02-27,Producto A,19,21.08,400.52
2024-03-20,Producto D,15,18.55,278.25
2024-01-31,Producto A,12,67.01,804.1200000000001
2024-01-02,Producto B,2,35.8,71.6
2024-01-26,Producto D,3,46.18,138.54
2024-02-27,Producto B,11,81.15,892.6500000000001
2024-01-04,Producto B,19,77.34,1469.46
2024-02-23,Producto A,13,23.69,307.97
2024-03-12,Producto B,9,16.83,151.46999999999997
2024-02-20,Producto D,11,79.71,876.81
2024-02-01,Producto B,6,80.01,480.06000000000006
2024-01-28,Producto C,8,79.26,634.08
